movies_name,movies_rating,movies_tv_rating,movies_genre,movies_year,,Row Labels,Average of movies_rating,,,,,,,,Row Labels,Count of movies_tv_rating,,,,Row Labels,,Row Labels,Count of movies_genre
Revolutionary Girl Utena: The Movie,7.1,Not Rated,"Animation, Action, Adventure",-1999,,,,,,,,,,,,,,,,,,,
Golgo 13,7.4,TV-MA,"Animation, Action, Adventure",(2008–2009),,,,,,,,,,,,,,,,,,,
Minion Scouts,6.8,TV-PG,"Animation, Short, Comedy",(2019 Video),,,,,,,,,,,,,,,,,,,
Haikyuu!! The Movie 1: The End and the Beginning,6.6,,"Animation, Comedy, Drama",-2015,,,,,,,,,,,,,,,,,,,
DearS,6.1,Unrated,"Animation, Comedy, Drama",(2004–2005),,,,,,,,,,,,,,,,,,,
Shrek's Thrilling Tales,6.3,TV-PG,"Animation, Short, Comedy",(2012 Video),,,,,,,,,,,,,,,,,,,
Spycies,5.4,,"Animation, Action, Comedy",-2019,,,,,,,,,,,,,,,,,,,
Katsugeki/Touken Ranbu,6.7,TV-14,"Animation, Action, Adventure",-2017,,,,,,,,,,,,,,,,,,,
Pokémon: Arceus and the Jewel of Life,6.2,TV-Y7,"Animation, Action, Adventure",-2009,,,,,,,,,,,,,,,,,,,
Zero,7.3,,"Animation, Short, Drama",(III) (2010),,,,,,,,,,,,,,,,,,,
Pandora Hearts,7.2,,"Animation, Action, Fantasy",-2009,,,,,,,,,,,,,,,,,,,
Camp Confidential: America's Secret Nazis,6.5,PG-13,"Documentary, Animation, Short",-2021,,,,,,,,,,,,,,,,,,,
"It's Flashbeagle, Charlie Brown",6.8,Not Rated,"Animation, Comedy, Family",(1984 TV Movie),,,,,,,,,,,,,,,,,,,
Disney's Doug,6.5,TV-Y,"Animation, Comedy, Drama",(1996–1999),,,,,,,,,,,,,,,,,,,
Scooby-Doo! Frankencreepy,6.6,TV-PG,"Animation, Adventure, Comedy",(2014 Video),,,,,,,,,,,,,,,,,,,
Mickey and Minnie Wish Upon a Christmas,6.1,TV-Y,"Animation, Short, Adventure",(2021 TV Special),,,,,,,,,,,,,,,,,,,
Mortadelo and Filemon: Mission Implausible,6.4,,"Animation, Comedy",-2014,,,,,,,,,,,,,,,,,,,
Roy,5.7,,"Animation, Comedy, Family",(2009–2015),,,,,,,,,,,,,,,,,,,
The Adventures of Figaro Pho,7.5,TV-Y7,"Animation, Fantasy, Sci-Fi",-2012,,,,,,,,,,,,,,,,,,,
Training Wheels,6.9,TV-Y7,"Animation, Short, Adventure",(2013 Video),,,,,,,,,,,,,,,,,,,
Bubblegum Crisis: Tokyo 2040,7.1,TV-MA,"Animation, Action, Adventure",(1998–1999),,,,,,,,,,,,,,,,,,,
Street Fighter: The Animated Series,5.7,TV-Y7,"Animation, Action, Adventure",(1995–1997),,,,,,,,,,,,,,,,,,,
Agent King,,TV-MA,"Animation, Action, Comedy",,,,,,,,,,,,,,,,,,,,
Mordecai and Rigby: Ringtoneers,8,,"Animation, Short, Comedy",-2011,,,,,,,,,,,,,,,,,,,
Dragon Ball Z: Lord Slug,6.6,Not Rated,"Animation, Action, Fantasy",-1991,,,,,,,,,,,,,,,,,,,
Duck Amuck,8.6,Approved,"Animation, Short, Comedy",-1953,,,,,,,,,,,,,,,,,,,
When Supernatural Battles Became Commonplace,6.4,TV-14,"Animation, Action, Comedy",-2014,,,,,,,,,,,,,,,,,,,
Dragon Age: Dawn of the Seeker,5.7,Not Rated,"Animation, Action, Adventure",-2012,,,,,,,,,,,,,,,,,,,
Taffy,8,,"Animation, Adventure, Comedy",(2017– ),,,,,,,,,,,,,,,,,,,
Pryde of the X-Men,6.6,,"Animation, Adventure, Drama",(1989 TV Movie),,,,,,,,,,,,,,,,,,,
Hellbenders,8.7,TV-MA,"Animation, Comedy, Horror",(2012– ),,,,,,,,,,,,,,,,,,,
The Dagger of Kamui,6.9,Not Rated,"Animation, Action, Adventure",-1985,,,,,,,,,,,,,,,,,,,
Dinosaucers,6.4,TV-Y7,"Animation, Action, Comedy",-1987,,,,,,,,,,,,,,,,,,,
The House of Small Cubes,8.2,,"Animation, Short, Drama",-2008,,,,,,,,,,,,,,,,,,,
Xico's Journey,5.1,TV-Y7,"Animation, Family, Fantasy",-2020,,,,,,,,,,,,,,,,,,,
Space Cobra,8.4,,"Animation, Action, Adventure",(1982–1983),,,,,,,,,,,,,,,,,,,
Denis and Me,8.8,TV-Y7-FV,"Animation, Comedy",(2020– ),,,,,,,,,,,,,,,,,,,
Supernoobs,3,TV-Y7-FV,"Animation, Action, Comedy",(2015–2019),,,,,,,,,,,,,,,,,,,
Pony.Mov,8.3,TV-MA,"Animation, Short, Action",(2011–2013),,,,,,,,,,,,,,,,,,,
Ultimate Avengers II,6.5,PG-13,"Animation, Action, Adventure",(2006 Video),,,,,,,,,,,,,,,,,,,
Opal,7.8,TV-MA,"Animation, Short, Horror",-2020,,,,,,,,,,,,,,,,,,,
Winx Club: The Secret of the Lost Kingdom,5.4,G,"Animation, Action, Adventure",-2007,,,,,,,,,,,,,,,,,,,
The Red Ape Family,1,TV-MA,Animation,(2021– ),,,,,,,,,,,,,,,,,,,
Ladybug PV,9,,"Animation, Short, Action",-2012,,,,,,,,,,,,,,,,,,,
Our love has always been 10cm apart.,6.8,,"Animation, Comedy, Drama",-2017,,,,,,,,,,,,,,,,,,,
Taisho Otome Fairy Tale,7.4,TV-14,"Animation, Comedy, Drama",(2021– ),,,,,,,,,,,,,,,,,,,
Dolls' Frontline,6,,"Animation, Action, Sci-Fi",(2022– ),,,,,,,,,,,,,,,,,,,
The Seventh Brother,6.7,Not Rated,"Animation, Comedy, Drama",-1991,,,,,,,,,,,,,,,,,,,
Charger Girl Ju-den Chan,6.5,TV-MA,"Animation, Action, Comedy",-2009,,,,,,,,,,,,,,,,,,,
The Wallflower,7.3,TV-14,"Animation, Comedy, Drama",(2006–2007),,,,,,,,,,,,,,,,,,,
Nyaruko: Crawling with Love,6.4,,"Animation, Action, Comedy",(2012– ),,,,,,,,,,,,,,,,,,,
Doraemon: Nobita and the Steel Troops,7.5,,"Animation, Adventure, Family",-1986,,,,,,,,,,,,,,,,,,,
Escape from Hat,,,"Animation, Adventure, Comedy",-2022,,,,,,,,,,,,,,,,,,,
My Favorite War,7.5,,"Documentary, Animation",-2020,,,,,,,,,,,,,,,,,,,
Hello Kitty and Friends,5.9,TV-Y,"Animation, Family",(1991– ),,,,,,,,,,,,,,,,,,,
Bionicle 2: Legends of Metru Nui,5.9,PG,"Animation, Action, Adventure",(2004 Video),,,,,,,,,,,,,,,,,,,
Gintama: The Semi-Final,8.3,,"Animation, Action, Comedy",-2021,,,,,,,,,,,,,,,,,,,
Monster Lab,7.7,TV-MA,"Animation, Comedy, Fantasy",(2021– ),,,,,,,,,,,,,,,,,,,
Reservoir Chronicle: Tsubasa,7.3,TV-PG,"Animation, Action, Adventure",(2005–2010),,,,,,,,,,,,,,,,,,,
What a Cartoon: Larry & Steve,7.1,,"Animation, Short, Comedy",-1997,,,,,,,,,,,,,,,,,,,
Unico in the Island of Magic,7.5,PG,"Animation, Adventure, Family",-1983,,,,,,,,,,,,,,,,,,,
Astroboy,7.3,TV-G,"Animation, Action, Adventure",(1980–2004),,,,,,,,,,,,,,,,,,,
Faust,7.4,,"Animation, Comedy, Drama",-1994,,,,,,,,,,,,,,,,,,,
Doraemon: Nobita's Dinosaur,7.2,,"Animation, Adventure, Family",-1980,,,,,,,,,,,,,,,,,,,
Muzzy in Gondoland,7.5,,"Animation, Family",-1986,,,,,,,,,,,,,,,,,,,
Rudra,4.2,,Animation,(2018– ),,,,,,,,,,,,,,,,,,,
Dragon Ball: Mystical Adventure,6.9,TV-14,"Animation, Action, Adventure",-1988,,,,,,,,,,,,,,,,,,,
Pokémon Evolutions,7.3,TV-Y7-FV,"Animation, Action, Fantasy",(2021– ),,,,,,,,,,,,,,,,,,,
The Life of Larry,6.6,Unrated,"Short, Animation, Comedy",-1995,,,,,,,,,,,,,,,,,,,
Tiger & Bunny 2,7.6,,Animation,(2022– ),,,,,,,,,,,,,,,,,,,
Boba Fett Unleashed,5.3,,"Animation, Short, Sci-Fi",(2016 Video),,,,,,,,,,,,,,,,,,,
The 7D,5.6,TV-Y,"Animation, Short, Adventure",(2014–2016),,,,,,,,,,,,,,,,,,,
The Moment You Fall in Love,5.8,,"Animation, Comedy, Drama",-2016,,,,,,,,,,,,,,,,,,,
Te Deseo Lo Mejor,5.2,,Animation,(2021 Music Video),,,,,,,,,,,,,,,,,,,
Untitled Looney Tunes Cartoons Movie,,,"Animation, Adventure, Comedy",(2022 TV Movie),,,,,,,,,,,,,,,,,,,
Monster High: Freaky Fusion,6.5,TV-Y7,Animation,(2014 TV Movie),,,,,,,,,,,,,,,,,,,
RedaKai,5.3,,"Animation, Action, Adventure",(2011– ),,,,,,,,,,,,,,,,,,,
Recess: Taking the Fifth Grade,6.7,G,"Animation, Comedy, Family",(2003 Video),,,,,,,,,,,,,,,,,,,
Dirin Dirin,8.8,,"Animation, Comedy",(2015– ),,,,,,,,,,,,,,,,,,,
Code Geass: Akito the Exiled - The Wyvern Arrives,6.6,TV-14,"Animation, Action, Adventure",-2012,,,,,,,,,,,,,,,,,,,
Marvel Rising: Initiation,5.5,,"Animation, Short, Action",-2018,,,,,,,,,,,,,,,,,,,
Lupin III,7.9,,"Animation, Adventure, Comedy",-2018,,,,,,,,,,,,,,,,,,,
"My Sister, My Writer",3.9,,"Animation, Comedy, Romance",(2018– ),,,,,,,,,,,,,,,,,,,
Love Is Like a Cocktail,6,,"Animation, Comedy, Romance",(2017– ),,,,,,,,,,,,,,,,,,,
Alma,7.2,Not Rated,"Animation, Short, Fantasy",(I) (2009),,,,,,,,,,,,,,,,,,,
The Mr. Peabody & Sherman Show,5.5,TV-Y7,"Animation, Adventure, Comedy",(2015–2017),,,,,,,,,,,,,,,,,,,
Scooby-Doo! Abracadabra-Doo,6.9,Not Rated,"Animation, Action, Adventure",(2010 Video),,,,,,,,,,,,,,,,,,,
Queen's Blade: Beautiful Warriors,6.7,,"Animation, Adventure, Fantasy",(2010–2011),,,,,,,,,,,,,,,,,,,
DC Super Hero Girls: Legends of Atlantis,5,Not Rated,"Animation, Action, Adventure",(2018 Video),,,,,,,,,,,,,,,,,,,
Re-Main,7.3,TV-14,"Animation, Comedy, Drama",(2021– ),,,,,,,,,,,,,,,,,,,
Izzie's Way Home,1.5,Not Rated,"Animation, Adventure",-2016,,,,,,,,,,,,,,,,,,,
The Herbs,8.2,,"Animation, Comedy, Family",(1968–1972),,,,,,,,,,,,,,,,,,,
Pororo the Little Penguin,6.3,TV-MA,"Animation, Family",(2003– ),,,,,,,,,,,,,,,,,,,
ZOMBIES: Addison's Monster Mystery,5.8,,"Animation, Family",(2021– ),,,,,,,,,,,,,,,,,,,
Fear(s) of the Dark,6.6,Unrated,"Animation, Horror, Mystery",-2007,,,,,,,,,,,,,,,,,,,
Mickey and the Beanstalk,7.6,G,"Animation, Short, Adventure",-1947,,,,,,,,,,,,,,,,,,,
Spirit Riding Free: Riding Academy,7.3,TV-Y7,"Animation, Action, Adventure",(2020– ),,,,,,,,,,,,,,,,,,,
Whisker Haven Tales with the Palace Pets,7.9,TV-Y,Animation,(2015– ),,,,,,,,,,,,,,,,,,,
Gora samotsvetov,7.5,,Animation,(2004– ),,,,,,,,,,,,,,,,,,,
Cat Shit One,6.9,TV-14,"Animation, Short, Action",-2010,,,,,,,,,,,,,,,,,,,
Bibleman: The Animated Adventures,3,TV-Y7-FV,Animation,(2016– ),,,,,,,,,,,,,,,,,,,
What's Cookin' Doc?,6.9,,"Animation, Short, Adventure",-1944,,,,,,,,,,,,,,,,,,,
Oscar's Oasis,7.4,,"Animation, Adventure, Comedy",(2011– ),,,,,,,,,,,,,,,,,,,
Alien TV,6.1,TV-Y7,"Animation, Comedy, Family",(2020–2021),,,,,,,,,,,,,,,,,,,
The Heike Story,7.5,,"Animation, Drama, History",(2021– ),,,,,,,,,,,,,,,,,,,
Made in Abyss: Journey's Dawn,7.4,,"Animation, Adventure, Family",-2019,,,,,,,,,,,,,,,,,,,
Woody Woodpecker,6,TV-Y7,"Animation, Short, Adventure",(2018–2020),,,,,,,,,,,,,,,,,,,
Gdansk,4.7,,"Animation, Short, Fantasy",-2017,,,,,,,,,,,,,,,,,,,
Mad Max Motion Comic,5.2,,"Animation, Action, Sci-Fi",-2013,,,,,,,,,,,,,,,,,,,
Mr Benn,7.5,,"Animation, Family",(1971–2005),,,,,,,,,,,,,,,,,,,
Asterix in America,5.9,,"Animation, Adventure, Comedy",-1994,,,,,,,,,,,,,,,,,,,
Your Friend the Rat,7,G,"Animation, Short, Comedy",(2007 Video),,,,,,,,,,,,,,,,,,,
Blue Gender,7.2,TV-MA,"Animation, Action, Adventure",(1999–2000),,,,,,,,,,,,,,,,,,,
Scooby-Doo! Shaggy's Showdown,6.6,Not Rated,"Animation, Comedy, Family",(2017 Video),,,,,,,,,,,,,,,,,,,
Comet in Moominland,7.6,,"Animation, Adventure, Family",-1992,,,,,,,,,,,,,,,,,,,
A Little Princess Sara,7.8,,"Animation, Drama",-1985,,,,,,,,,,,,,,,,,,,
Please Teacher!,6.9,TV-PG,"Animation, Comedy, Romance",-2002,,,,,,,,,,,,,,,,,,,
George Shrinks,6.6,TV-Y,"Animation, Family",(2000–2003),,,,,,,,,,,,,,,,,,,
Lazor Wulf,4.9,TV-14,"Animation, Comedy",(2019–2021),,,,,,,,,,,,,,,,,,,
Girls und Panzer das Finale: Part III,8.4,,"Animation, Action, Comedy",-2021,,,,,,,,,,,,,,,,,,,
Transformers: Energon,5.8,TV-Y7,"Animation, Action, Adventure",-2004,,,,,,,,,,,,,,,,,,,
Hope's Legacy,5.8,,"Animation, Drama, Family",-2021,,,,,,,,,,,,,,,,,,,
Mob Psycho 100 REIGEN - The Miracle Psychic that Nobody Knows,6.8,,"Animation, Action, Comedy",(2018 TV Movie),,,,,,,,,,,,,,,,,,,
One Piece Film: Strong World,7.8,,"Animation, Short, Action",(2010 Video),,,,,,,,,,,,,,,,,,,
Dragon Ball: The Path to Power,7.2,,"Animation, Action, Adventure",-1996,,,,,,,,,,,,,,,,,,,
Gundam Wing: The Movie - Endless Waltz,7.7,,"Animation, Action, Drama",(1998 TV Movie),,,,,,,,,,,,,,,,,,,
Havoc in Heaven,8.1,Not Rated,"Animation, Action, Adventure",-1963,,,,,,,,,,,,,,,,,,,
Doug Unplugs,7.1,TV-Y,"Animation, Family",(2020– ),,,,,,,,,,,,,,,,,,,
Chop Kick Panda,1.9,G,"Animation, Short, Action",(2011 Video),,,,,,,,,,,,,,,,,,,
Carl's Car Wash,7.6,,Animation,(2016– ),,,,,,,,,,,,,,,,,,,
D-Frag!,7.4,TV-14,"Animation, Comedy",(2014– ),,,,,,,,,,,,,,,,,,,
Blippi Wonders,5.2,,Animation,(2021– ),,,,,,,,,,,,,,,,,,,
Wyrd Sisters,7,,"Animation, Adventure, Comedy",-1997,,,,,,,,,,,,,,,,,,,
Family Guy: Back to the Multiverse,6.7,M,"Animation, Action, Adventure",(2012 Video Game),,,,,,,,,,,,,,,,,,,
Yowamushi Pedal,7.7,,"Animation, Comedy, Drama",(2013– ),,,,,,,,,,,,,,,,,,,
Ollie the Boy Who Became What He Ate,7.9,,Animation,(2017–2019),,,,,,,,,,,,,,,,,,,
Tekken: The Motion Picture,5.2,Unrated,"Animation, Action, Adventure",(1998 Video),,,,,,,,,,,,,,,,,,,
Clara,4.9,,"Animation, Adventure, Comedy",(I) (2019),,,,,,,,,,,,,,,,,,,
Space Runaway Ideon,7,TV-MA,"Animation, Action, Drama",(1980–1981),,,,,,,,,,,,,,,,,,,
Sergeant Keroro,7.7,TV-Y7,"Animation, Comedy, Family",(2004–2011),,,,,,,,,,,,,,,,,,,
Pokémon the Movie: Volcanion and the Mechanical Marvel,5.9,PG,"Animation, Action, Adventure",-2016,,,,,,,,,,,,,,,,,,,
Cinderella and the Secret Prince,4.6,PG,"Animation, Adventure, Family",-2018,,,,,,,,,,,,,,,,,,,
Cosmos Laundromat,6.9,,"Animation, Short, Fantasy",-2015,,,,,,,,,,,,,,,,,,,
Chicago 10,7.4,R,"Documentary, Animation, History",-2007,,,,,,,,,,,,,,,,,,,
Street of Crocodiles,7.6,Not Rated,"Animation, Short",-1986,,,,,,,,,,,,,,,,,,,
The Coneheads,5.4,PG,"Animation, Comedy, Sci-Fi",(1983 TV Movie),,,,,,,,,,,,,,,,,,,
Charlotte's Web 2: Wilbur's Great Adventure,4.3,G,"Animation, Adventure, Family",(2002 Video),,,,,,,,,,,,,,,,,,,
Zombillénium,6.3,,"Animation, Comedy, Family",-2017,,,,,,,,,,,,,,,,,,,
The Larva Island Movie,5.1,,"Animation, Adventure, Comedy",-2020,,,,,,,,,,,,,,,,,,,
Fifi and the Flowertots,5.3,TV-Y,"Animation, Family",(2005– ),,,,,,,,,,,,,,,,,,,
Lunacy,7.1,Not Rated,"Animation, Comedy, Drama",-2005,,,,,,,,,,,,,,,,,,,
Weird Anime Excel Saga,7.5,TV-14,"Animation, Comedy, Drama",(1999–2001),,,,,,,,,,,,,,,,,,,
ProStars,5.6,,"Animation, Short, Adventure",-1991,,,,,,,,,,,,,,,,,,,
The Mighty Ones,7.2,TV-Y7,"Animation, Comedy, Family",(2020– ),,,,,,,,,,,,,,,,,,,
The Danish Poet,7.5,,"Animation, Short, Romance",-2006,,,,,,,,,,,,,,,,,,,
Magical DoReMi,6.6,TV-Y,"Animation, Action, Adventure",(1999–2004),,,,,,,,,,,,,,,,,,,
Bungo Stray Dogs Wan!,7.6,,"Animation, Comedy",(2021– ),,,,,,,,,,,,,,,,,,,
Sly Cooper and the Thievius Raccoonus,8.3,E,"Animation, Action, Adventure",(2002 Video Game),,,,,,,,,,,,,,,,,,,
Noir,7.2,TV-14,"Animation, Action, Crime",(2001–2002),,,,,,,,,,,,,,,,,,,
The Band Concert,7.8,Approved,"Animation, Short, Comedy",-1935,,,,,,,,,,,,,,,,,,,
Revival of Evangelion,7.8,,"Animation, Action, Drama",-1998,,,,,,,,,,,,,,,,,,,
Pokemon 4Ever: Celebi - Voice of the Forest,5.7,G,"Animation, Action, Adventure",-2001,,,,,,,,,,,,,,,,,,,
Shadowverse,6,,"Animation, Fantasy",(2020– ),,,,,,,,,,,,,,,,,,,
The Shnookums & Meat Funny Cartoon Show,5.6,TV-G,"Animation, Comedy, Family",-1995,,,,,,,,,,,,,,,,,,,
The Smurfs: The Legend of Smurfy Hollow,6.1,G,"Animation, Short, Adventure",(2013 TV Short),,,,,,,,,,,,,,,,,,,
Ollie & Scoops,7.5,TV-Y7,"Animation, Comedy",(2019– ),,,,,,,,,,,,,,,,,,,
The World Ends with You: The Animation,5.7,,"Animation, Action, Fantasy",(2021– ),,,,,,,,,,,,,,,,,,,
King of Thorn,6.3,TV-MA,"Animation, Adventure, Horror",-2009,,,,,,,,,,,,,,,,,,,
Senran Kagura: Ninja Flash!,6.1,TV-MA,"Animation, Action, Comedy",-2013,,,,,,,,,,,,,,,,,,,
Blackstar,6.6,,"Animation, Adventure, Family",(1981–1982),,,,,,,,,,,,,,,,,,,
The Quintessential Quintuplets Movie,,,"Animation, Comedy, Drama",-2022,,,,,,,,,,,,,,,,,,,
Gintama: The Movie,7.6,TV-14,"Animation, Action, Comedy",-2010,,,,,,,,,,,,,,,,,,,
Eyeshield 21,7.7,,"Animation, Comedy, Drama",(2005– ),,,,,,,,,,,,,,,,,,,
Hunter X Hunter: Greed Island Final,8.4,,"Animation, Short, Adventure",-2004,,,,,,,,,,,,,,,,,,,
Tom and Jerry: The Lost Dragon,5.8,TV-Y7,"Animation, Adventure, Comedy",(2014 Video),,,,,,,,,,,,,,,,,,,
RoboCop,5.9,TV-Y7,"Animation, Action, Crime",-1988,,,,,,,,,,,,,,,,,,,
Space Jam,6.7,K-A,"Animation, Action, Comedy",(1996 Video Game),,,,,,,,,,,,,,,,,,,
Digimon Tamers,7.6,TV-Y7,"Animation, Action, Adventure",(2001–2002),,,,,,,,,,,,,,,,,,,
Outback,4.7,PG,"Animation, Adventure, Family",-2012,,,,,,,,,,,,,,,,,,,
Pinocchio 3000,3.9,G,"Animation, Family, Fantasy",-2004,,,,,,,,,,,,,,,,,,,
Rainbow Butterfly Unicorn Kitty,5.1,TV-Y7,"Animation, Comedy, Family",(2019– ),,,,,,,,,,,,,,,,,,,
Beverly Hills Teens,6.4,TV-Y7,"Animation, Comedy, Music",(1987– ),,,,,,,,,,,,,,,,,,,
The Fairy Princess & the Unicorn,4.8,,"Animation, Adventure, Family",-2019,,,,,,,,,,,,,,,,,,,
Robocar Poli,5.8,TV-Y,"Animation, Adventure, Comedy",(2011– ),,,,,,,,,,,,,,,,,,,
Miss Shachiku and the Little Baby Ghost,7,PG-13,"Animation, Comedy, Fantasy",(2022– ),,,,,,,,,,,,,,,,,,,
$9.99 ,6.7,R,"Animation, Drama, Fantasy",-2008,,,,,,,,,,,,,,,,,,,
George of the Jungle,4.2,TV-Y7,"Animation, Adventure, Comedy",(2007–2008),,,,,,,,,,,,,,,,,,,
Kid Notorious,7.8,TV-14,"Animation, Comedy",-2003,,,,,,,,,,,,,,,,,,,
Angelina Ballerina: The Next Steps,3.8,TV-Y,"Animation, Family",(2008–2010),,,,,,,,,,,,,,,,,,,
The Ugly Duckling,6.5,G,"Animation, Adventure, Family",-1997,,,,,,,,,,,,,,,,,,,
DC Showcase: Sgt. Rock,6.6,,"Animation, Short, Action",-2019,,,,,,,,,,,,,,,,,,,
Witch Craft Works,6.7,TV-14,"Animation, Action, Comedy",(2014–2015),,,,,,,,,,,,,,,,,,,
Octonauts: The Ring of Fire,6.4,,Animation,-2021,,,,,,,,,,,,,,,,,,,
Joshiraku,7.3,TV-14,"Animation, Comedy",-2012,,,,,,,,,,,,,,,,,,,
The Vampire Dies in No Time,6.7,,"Animation, Comedy",(2021– ),,,,,,,,,,,,,,,,,,,
Kakegurui Twin,,TV-14,"Animation, Drama, Mystery",(2022– ),,,,,,,,,,,,,,,,,,,
The Rose of Versailles,8.4,TV-PG,"Animation, Drama, Romance",(1979–1980),,,,,,,,,,,,,,,,,,,
Zoids,7.4,TV-Y7,"Action, Animation, Fantasy",(2001– ),,,,,,,,,,,,,,,,,,,
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,7.3,Approved,"Animation, Mystery",-2021,,,,,,,,,,,,,,,,,,,
Infinite Dendrogram,5.9,TV-14,"Animation, Adventure, Fantasy",(2020– ),,,,,,,,,,,,,,,,,,,
The Pied Piper,7.8,Not Rated,"Animation, Fantasy, Horror",-1986,,,,,,,,,,,,,,,,,,,
Americano,4,G,"Animation, Action, Adventure",-2016,,,,,,,,,,,,,,,,,,,
Spyro the Dragon,8.2,E,"Animation, Action, Adventure",(1998 Video Game),,,,,,,,,,,,,,,,,,,
My Little Pony: Rainbow Roadtrip,7.3,TV-Y,"Animation, Adventure, Comedy",(2019 TV Movie),,,,,,,,,,,,,,,,,,,
Last Day of the Dinosaurs,7.4,,"Documentary, Animation, History",(2010 TV Movie),,,,,,,,,,,,,,,,,,,
Out There,6.6,TV-14,"Animation, Comedy, Drama",-2013,,,,,,,,,,,,,,,,,,,
Olivia,5.9,TV-Y,"Animation, Family",(2009– ),,,,,,,,,,,,,,,,,,,
Bo on the GO!,4.1,,Animation,(2007– ),,,,,,,,,,,,,,,,,,,
Kurzgesagt: In a Nutshell,9.1,TV-G,"Documentary, Animation",(2013– ),,,,,,,,,,,,,,,,,,,
Pippi Longstocking,6,TV-Y7,"Animation, Adventure, Comedy",(1997–1998),,,,,,,,,,,,,,,,,,,
Jane,7.6,,"Animation, Comedy",(1982–1984),,,,,,,,,,,,,,,,,,,
Boonie Bears: Back to Earth,7,,"Animation, Comedy, Family",-2022,,,,,,,,,,,,,,,,,,,
Mighty Mouse: The New Adventures,7,TV-Y7,"Animation, Action, Adventure",(1987–1988),,,,,,,,,,,,,,,,,,,
Jing-Ju Cats,8.6,,Animation,-2015,,,,,,,,,,,,,,,,,,,
Yes ka No ka Hanbun ka,6.8,,"Animation, Comedy, Drama",-2020,,,,,,,,,,,,,,,,,,,
Metal Family,8.9,,"Animation, Drama, Music",(2018– ),,,,,,,,,,,,,,,,,,,
LEGO DC: Shazam - Magic & Monsters,6.2,Not Rated,"Animation, Action, Adventure",-2020,,,,,,,,,,,,,,,,,,,
Dragon Ball Z: Super Android 13,7,TV-PG,"Animation, Action, Sci-Fi",-1992,,,,,,,,,,,,,,,,,,,
The Little Engine That Could,7.1,TV-Y,"Animation, Short, Adventure",(1991 Video),,,,,,,,,,,,,,,,,,,
Kangaroo Jack 2,3.9,Not Rated,"Animation, Action, Adventure",(2004 Video),,,,,,,,,,,,,,,,,,,
Guyver: The Bioboosted Armor,7.8,TV-MA,"Animation, Action, Adventure",(2005–2006),,,,,,,,,,,,,,,,,,,
StarBeam,7.1,TV-Y,"Animation, Action, Adventure",(2020– ),,,,,,,,,,,,,,,,,,,
Detective Conan: Zero the Enforcer,6.2,,"Animation, Action, Adventure",-2018,,,,,,,,,,,,,,,,,,,
Hold Me Tight,6.6,,"Animation, Short",-2021,,,,,,,,,,,,,,,,,,,
Pop Team Epic,6.8,TV-14,"Animation, Comedy",(2018– ),,,,,,,,,,,,,,,,,,,
Where the Wild Things Are,7,Not Rated,"Animation, Short, Family",-1975,,,,,,,,,,,,,,,,,,,
Rocket & Groot,6.7,,"Animation, Short, Adventure",-2017,,,,,,,,,,,,,,,,,,,
Ben 10 Omniverse,7.2,,"Animation, Action, Comedy",(2012 Video Game),,,,,,,,,,,,,,,,,,,
Baseball Bugs,7.7,Approved,"Animation, Short, Comedy",-1946,,,,,,,,,,,,,,,,,,,
Atomic Betty,5.4,TV-Y7,"Animation, Action, Adventure",(2004–2010),,,,,,,,,,,,,,,,,,,
AI Football GGO,7.6,,"Animation, Sport",-2010,,,,,,,,,,,,,,,,,,,
S.A: Supesharu ê,7.2,TV-PG,"Animation, Comedy, Drama",-2008,,,,,,,,,,,,,,,,,,,
A Car's Life: Sparky's Big Adventure,1.2,Not Rated,"Animation, Adventure, Comedy",(2006 Video),,,,,,,,,,,,,,,,,,,
Canimals,7,,"Animation, Family",(2011– ),,,,,,,,,,,,,,,,,,,
Danganronpa 3: The End of Hope's Peak Academy - Hope Arc,7,M,Animation,(2016– ),,,,,,,,,,,,,,,,,,,
Police in a Pod,7.1,,"Animation, Comedy, Crime",(2022– ),,,,,,,,,,,,,,,,,,,
"Sing ""Yesterday"" for Me",6.9,,"Animation, Drama, Romance",-2020,,,,,,,,,,,,,,,,,,,
GG Bond: Guarding,,,"Animation, Adventure, Comedy",-2017,,,,,,,,,,,,,,,,,,,
Wangan Midnight,7.1,,"Animation, Action, Sport",(2007–2008),,,,,,,,,,,,,,,,,,,
Big Order,4.7,TV-MA,"Animation, Action, Drama",(2016– ),,,,,,,,,,,,,,,,,,,
Little Witch Academia,7.3,TV-Y7,"Animation, Short, Comedy",-2013,,,,,,,,,,,,,,,,,,,
"Love Me, Love Me Not",6.8,,"Animation, Comedy, Drama",(II) (2020),,,,,,,,,,,,,,,,,,,
Extraordinary Tales,6.4,Not Rated,"Animation, Horror, Mystery",-2013,,,,,,,,,,,,,,,,,,,
Sea Monsters: A Walking with Dinosaurs Trilogy,7.7,Not Rated,"Documentary, Animation, Adventure",-2003,,,,,,,,,,,,,,,,,,,
Princess Tutu,8.1,TV-14,"Animation, Adventure, Comedy",(2002–2003),,,,,,,,,,,,,,,,,,,
Challenge of the GoBots,6.3,TV-Y7,"Animation, Action, Adventure",(1984–1985),,,,,,,,,,,,,,,,,,,
